time,car_x,car_y,steering_angle,current_velocity,position_error,cmd_vel_out
907.146,451.070,-172.534,0.0063,2.47,2.65,2.57
907.346,451.041,-172.442,0.0032,2.57,2.56,2.52
907.547,451.021,-172.378,0.0032,2.57,2.49,2.45
907.746,451.001,-172.315,0.0033,2.57,2.42,2.38
907.946,450.978,-172.243,0.0061,2.45,2.68,2.60
908.155,450.961,-172.189,0.0062,2.45,2.62,2.54
908.346,450.928,-172.085,0.0152,2.51,2.77,2.57
908.546,450.907,-172.020,0.0159,2.51,2.71,2.50
908.747,450.879,-171.933,0.0169,2.51,2.61,2.40
908.965,450.878,-171.929,0.0169,2.50,2.61,2.40
909.147,450.841,-171.814,0.0056,2.50,2.66,2.59
909.346,450.827,-171.768,0.0057,2.50,2.61,2.54
909.546,450.807,-171.705,0.0131,2.55,2.55,2.38
909.746,450.784,-171.634,0.0138,2.55,2.47,2.31
909.947,450.770,-171.589,0.0142,2.55,2.42,2.26
910.149,450.761,-171.563,0.0145,2.55,2.40,2.23
910.345,450.730,-171.466,0.0111,2.41,2.65,2.51
910.561,450.720,-171.433,0.0113,2.41,2.62,2.47
910.745,450.707,-171.393,0.0116,2.41,2.58,2.43
910.946,450.690,-171.340,0.0112,2.45,2.75,2.60
911.146,450.660,-171.247,0.0119,2.45,2.65,2.50
911.346,450.640,-171.184,0.0123,2.49,2.59,2.43
911.546,450.605,-171.073,0.0153,2.49,2.47,2.29
911.746,450.590,-171.027,0.0158,2.49,2.42,2.24
911.946,450.571,-170.968,0.0165,2.34,2.36,2.17
912.146,450.546,-170.890,0.0355,2.34,2.28,1.91
912.346,450.536,-170.861,0.0364,2.34,2.25,1.88
913.097,450.518,-170.802,0.0382,2.16,2.19,1.81
913.296,450.495,-170.733,0.0126,2.16,2.78,2.61
913.496,450.476,-170.673,0.0130,2.16,2.72,2.55
913.696,450.464,-170.636,0.0172,2.24,2.85,2.62
913.896,450.439,-170.557,0.0180,2.24,2.77,2.53
914.096,450.422,-170.507,0.0186,2.24,2.72,2.48
914.296,450.405,-170.452,0.0095,2.42,2.92,2.79
914.496,450.385,-170.390,0.0097,2.42,2.86,2.72
914.696,450.367,-170.337,-0.0086,2.42,2.93,2.81
914.896,450.340,-170.252,-0.0094,2.60,2.85,2.72
915.096,450.316,-170.180,-0.0101,2.60,2.77,2.63
915.296,450.294,-170.111,-0.0060,2.60,2.83,2.74
915.496,450.275,-170.050,-0.0064,2.68,2.76,2.67
915.696,450.254,-169.987,-0.0083,2.68,2.96,2.84
915.896,450.233,-169.922,-0.0089,2.68,2.89,2.76
916.096,450.211,-169.855,-0.0095,2.74,2.82,2.69
916.296,450.185,-169.775,-0.0070,2.74,2.91,2.81
916.496,450.169,-169.725,-0.0073,2.74,2.85,2.75
916.697,450.150,-169.666,-0.0087,2.74,2.79,2.67
916.896,450.122,-169.580,-0.0095,2.74,2.70,2.58
917.096,450.105,-169.527,-0.0100,2.74,2.65,2.52
917.296,450.078,-169.445,-0.0066,2.62,2.88,2.78
917.496,450.063,-169.397,-0.0069,2.62,2.83,2.73
917.698,450.045,-169.341,-0.0145,2.62,2.87,2.67
917.896,450.014,-169.246,-0.0157,2.65,2.77,2.56
918.095,449.996,-169.192,-0.0164,2.65,2.71,2.50
918.296,449.977,-169.131,-0.0138,2.65,2.81,2.62
918.505,449.957,-169.070,-0.0145,2.56,2.74,2.55
918.696,449.916,-168.945,-0.0160,2.56,2.61,2.41
918.896,449.891,-168.865,-0.0256,2.47,2.79,2.45
919.096,449.875,-168.816,-0.0266,2.47,2.74,2.40
919.296,449.854,-168.753,-0.0279,2.47,2.67,2.32
919.496,449.827,-168.668,-0.0147,2.45,2.73,2.54
919.702,449.812,-168.623,-0.0152,2.45,2.68,2.49
919.896,449.798,-168.579,-0.0157,2.45,2.64,2.44
920.095,449.767,-168.481,-0.0152,2.45,2.53,2.35
920.296,449.752,-168.435,-0.0158,2.45,2.48,2.30
920.496,449.729,-168.365,-0.0167,2.45,2.41,2.22
920.723,449.716,-168.324,-0.0173,2.28,2.37,2.17
920.896,449.697,-168.266,-0.0194,2.28,2.70,2.45
921.096,449.671,-168.186,-0.0206,2.28,2.62,2.36
921.296,449.645,-168.105,-0.0042,2.32,2.86,2.80
921.496,449.621,-168.030,-0.0043,2.32,2.78,2.72
921.696,449.603,-167.973,-0.0044,2.46,2.72,2.66
921.896,449.583,-167.911,-0.0045,2.46,2.66,2.60
922.096,449.560,-167.840,-0.0117,2.46,2.69,2.53
922.296,449.543,-167.785,-0.0121,2.54,2.63,2.48
922.496,449.523,-167.725,-0.0036,2.54,2.81,2.76
922.695,449.496,-167.639,-0.0037,2.54,2.72,2.67
922.895,449.477,-167.579,-0.0038,2.60,2.66,2.61
923.096,449.473,-167.567,-0.0052,2.60,2.83,2.76
923.296,449.442,-167.470,-0.0055,2.60,2.73,2.66
923.497,449.419,-167.399,-0.0057,2.66,2.65,2.58
923.696,449.398,-167.332,-0.0059,2.66,2.58,2.51
923.898,449.372,-167.253,-0.0108,2.66,2.70,2.56
924.096,449.347,-167.173,-0.0114,2.56,2.61,2.47
924.295,449.311,-167.061,-0.0009,2.56,2.70,2.69
924.496,449.288,-166.989,-0.0008,2.56,2.63,2.62
924.696,449.276,-166.953,-0.0008,2.50,2.59,2.58
924.896,449.257,-166.892,-0.0007,2.50,2.53,2.52
925.100,449.232,-166.815,-0.0006,2.50,2.45,2.44
925.296,449.195,-166.697,-0.0128,2.51,2.61,2.45
925.495,449.167,-166.611,-0.0135,2.51,2.52,2.36
925.696,449.155,-166.574,-0.0139,2.43,2.48,2.32
925.912,449.134,-166.507,-0.0063,2.43,2.76,2.67
926.096,449.110,-166.430,-0.0066,2.43,2.68,2.59
926.296,449.095,-166.385,-0.0067,2.39,2.63,2.54
926.495,449.071,-166.310,-0.0088,2.39,2.73,2.62
926.697,449.055,-166.258,-0.0090,2.39,2.68,2.56
926.896,449.039,-166.209,-0.0093,2.56,2.63,2.51
927.103,449.010,-166.118,-0.0013,2.56,2.77,2.75
927.296,448.989,-166.053,-0.0012,2.56,2.70,2.69
927.496,448.978,-166.016,-0.0012,2.57,2.66,2.65
927.695,448.936,-165.883,-0.0120,2.57,2.71,2.55
927.895,448.919,-165.830,-0.0124,2.58,2.65,2.49
928.096,448.895,-165.756,-0.0130,2.58,2.57,2.41
928.296,448.867,-165.669,-0.0197,2.58,2.68,2.43
928.496,448.855,-165.629,-0.0203,2.49,2.64,2.39
928.696,448.836,-165.569,-0.0211,2.49,2.58,2.32
928.896,448.814,-165.500,-0.0138,2.49,2.70,2.52
929.109,448.798,-165.450,-0.0143,2.34,2.65,2.46
929.296,448.771,-165.363,-0.0151,2.34,2.55,2.37
929.496,448.760,-165.328,0.0041,2.34,2.83,2.77
929.696,448.723,-165.212,0.0048,2.39,2.71,2.64
929.896,448.695,-165.122,0.0053,2.39,2.61,2.54
930.096,448.679,-165.074,0.0055,2.57,2.76,2.69
930.296,448.661,-165.016,0.0059,2.57,2.70,2.62
930.495,448.631,-164.921,0.0024,2.57,2.60,2.57
930.696,448.613,-164.863,0.0027,2.61,2.54,2.51
930.896,448.591,-164.793,0.0030,2.61,2.47,2.43
931.097,448.571,-164.732,0.0105,2.61,2.84,2.69
931.296,448.538,-164.627,0.0115,2.48,2.73,2.58
931.496,448.538,-164.627,0.0115,2.48,2.73,2.58
931.696,448.489,-164.471,0.0146,2.57,2.79,2.60
931.895,448.468,-164.405,0.0154,2.57,2.73,2.52
932.097,448.457,-164.369,0.0158,2.57,2.69,2.48
932.296,448.430,-164.283,0.0174,2.58,2.77,2.54
932.495,448.415,-164.238,0.0181,2.58,2.72,2.48
932.696,448.387,-164.148,0.0194,2.58,2.63,2.38
932.896,448.366,-164.082,0.0121,2.59,2.73,2.57
933.114,448.349,-164.029,0.0126,2.59,2.68,2.52
933.296,448.331,-163.972,0.0132,2.59,2.62,2.45
933.496,448.296,-163.860,0.0193,2.49,2.74,2.49
933.696,448.271,-163.781,0.0205,2.49,2.66,2.40
933.896,448.252,-163.723,0.0214,2.43,2.60,2.33
934.097,448.235,-163.668,0.0200,2.43,2.54,2.30
934.296,448.225,-163.637,0.0205,2.43,2.51,2.26
934.516,448.195,-163.543,0.0221,2.28,2.41,2.16
934.697,448.187,-163.516,0.0170,2.28,2.89,2.65
934.895,448.161,-163.436,0.0179,2.28,2.81,2.57
935.095,448.131,-163.340,0.0105,2.48,2.70,2.57
935.296,448.118,-163.299,0.0108,2.48,2.66,2.52
935.496,448.091,-163.216,0.0114,2.48,2.57,2.43
935.696,448.070,-163.148,0.0163,2.45,2.81,2.59
935.896,448.039,-163.051,0.0174,2.45,2.70,2.48
936.096,448.015,-162.976,0.0183,2.49,2.63,2.40
936.296,447.992,-162.904,0.0106,2.49,2.55,2.42
936.496,447.980,-162.866,0.0108,2.49,2.51,2.38
936.696,447.956,-162.790,0.0114,2.37,2.43,2.30
936.895,447.917,-162.670,-0.0023,2.37,2.74,2.71
937.096,447.903,-162.624,-0.0025,2.57,2.69,2.66
937.301,447.893,-162.593,-0.0026,2.57,2.66,2.62
937.496,447.854,-162.473,-0.0020,2.57,2.78,2.76
937.696,447.841,-162.433,-0.0021,2.64,2.74,2.71
937.896,447.824,-162.378,-0.0023,2.64,2.68,2.65
938.095,447.792,-162.278,-0.0044,2.64,2.81,2.74
938.360,447.773,-162.219,-0.0047,2.67,2.74,2.68
938.586,447.750,-162.147,-0.0051,2.67,2.67,2.60
938.746,447.719,-162.051,-0.0138,2.63,2.80,2.61
938.946,447.696,-161.980,-0.0147,2.63,2.72,2.53
939.148,447.668,-161.891,-0.0158,2.63,2.63,2.43
939.346,447.647,-161.825,-0.0020,2.49,2.74,2.71
939.550,447.631,-161.774,-0.0021,2.49,2.68,2.65
939.746,447.605,-161.694,-0.0023,2.49,2.60,2.57
939.946,447.584,-161.629,-0.0008,2.73,2.80,2.79
940.146,447.562,-161.561,-0.0009,2.73,2.73,2.72
940.345,447.541,-161.494,-0.0010,2.73,2.66,2.65
940.545,447.519,-161.427,-0.0011,2.66,2.59,2.58
940.753,447.498,-161.360,0.0015,2.66,2.74,2.72
940.946,447.464,-161.253,0.0015,2.65,2.62,2.60
941.146,447.439,-161.176,0.0016,2.65,2.54,2.52
941.346,447.422,-161.121,0.0016,2.65,2.49,2.47
941.546,447.401,-161.058,0.0024,2.64,2.67,2.64
941.751,447.382,-160.996,0.0025,2.64,2.61,2.58
941.951,447.354,-160.911,0.0026,2.64,2.52,2.49
942.146,447.332,-160.841,0.0062,2.64,2.76,2.68
942.345,447.319,-160.801,0.0063,2.68,2.72,2.63
942.546,447.297,-160.733,0.0066,2.68,2.65,2.56
942.746,447.267,-160.639,0.0071,2.68,2.55,2.46
942.946,447.245,-160.570,0.0188,2.53,2.64,2.41
943.700,447.228,-160.515,0.0196,2.53,2.59,2.34
943.896,447.214,-160.471,0.0203,2.53,2.54,2.29
944.098,447.186,-160.384,0.0218,2.39,2.45,2.19
944.296,447.165,-160.319,0.0041,2.39,2.61,2.56
944.497,447.154,-160.285,0.0042,2.39,2.58,2.52
944.696,447.125,-160.195,0.0044,2.49,2.48,2.43
944.896,447.095,-160.102,0.0009,2.49,2.68,2.67
945.095,447.066,-160.012,0.0009,2.56,2.59,2.58
945.304,447.054,-159.976,0.0009,2.56,2.55,2.54
945.500,447.035,-159.915,0.0008,2.56,2.49,2.48
945.696,447.006,-159.827,-0.0004,2.51,2.39,2.39
945.896,446.995,-159.791,-0.0005,2.51,2.36,2.35
946.096,446.974,-159.725,-0.0006,2.51,2.29,2.28
946.296,446.947,-159.642,0.0024,2.36,2.74,2.71
946.500,446.928,-159.583,0.0024,2.36,2.68,2.65
946.696,446.906,-159.514,0.0025,2.36,2.61,2.57
946.895,446.875,-159.418,-0.0064,2.52,2.68,2.60
947.096,446.855,-159.355,-0.0068,2.52,2.61,2.53
947.296,446.836,-159.296,-0.0072,2.55,2.55,2.46
947.496,446.809,-159.214,-0.0057,2.55,2.75,2.67
947.696,446.809,-159.214,-0.0057,2.55,2.75,2.67
947.896,446.784,-159.135,-0.0061,2.55,2.66,2.58
948.096,446.766,-159.081,0.0077,2.61,2.82,2.71
948.297,446.745,-159.016,0.0080,2.61,2.75,2.64
948.524,446.722,-158.944,0.0085,2.61,2.67,2.56
948.705,446.699,-158.870,-0.0017,2.62,2.77,2.74
948.896,446.689,-158.841,-0.0018,2.62,2.74,2.71
949.096,446.666,-158.771,-0.0019,2.62,2.66,2.64
949.297,446.636,-158.677,0.0019,2.68,2.84,2.81
949.496,446.614,-158.608,0.0019,2.68,2.77,2.74
949.707,446.592,-158.539,-0.0071,2.68,2.84,2.74
949.896,446.570,-158.470,-0.0075,2.74,2.77,2.67
950.096,446.537,-158.368,-0.0007,2.74,2.89,2.88
950.296,446.505,-158.271,-0.0008,2.65,2.78,2.77
950.496,446.484,-158.205,-0.0008,2.65,2.71,2.70
950.696,446.466,-158.148,-0.0077,2.65,2.85,2.74
950.895,446.459,-158.127,-0.0079,2.65,2.83,2.72
951.096,446.440,-158.068,-0.0082,2.77,2.76,2.65
951.296,446.419,-158.001,0.0052,2.77,2.70,2.63
951.496,446.401,-157.947,0.0054,2.77,2.64,2.57
951.696,446.375,-157.867,0.0058,2.60,2.55,2.48
951.896,446.362,-157.824,0.0159,2.60,2.97,2.74
952.096,446.332,-157.732,0.0170,2.60,2.87,2.64
952.296,446.315,-157.680,0.0154,2.60,2.82,2.61
952.496,446.294,-157.615,0.0162,2.60,2.75,2.53
952.696,446.276,-157.559,0.0168,2.60,2.69,2.47
952.897,446.257,-157.500,0.0127,2.51,2.98,2.80
953.115,446.237,-157.437,0.0132,2.51,2.92,2.73
953.296,446.189,-157.289,0.0146,2.63,2.76,2.57
953.496,446.167,-157.222,0.0153,2.63,2.69,2.49
953.696,446.149,-157.165,0.0056,2.63,2.63,2.56
953.896,446.124,-157.089,0.0059,2.56,2.55,2.48
954.095,446.102,-157.021,0.0061,2.56,2.48,2.41
954.296,446.083,-156.963,0.0113,2.56,2.80,2.65
954.496,446.061,-156.895,0.0118,2.48,2.73,2.57
954.700,446.046,-156.849,0.0122,2.48,2.68,2.52
954.896,446.013,-156.745,0.0131,2.48,2.57,2.41
955.098,445.982,-156.650,0.0178,2.49,2.74,2.50
955.296,445.961,-156.584,0.0186,2.49,2.67,2.43
955.496,445.948,-156.547,0.0002,2.44,2.91,2.91
955.697,445.922,-156.466,0.0001,2.44,2.83,2.82
955.896,445.899,-156.395,-0.0000,2.44,2.75,2.75
956.102,445.883,-156.344,0.0081,2.60,2.87,2.76
956.296,445.866,-156.292,0.0084,2.60,2.82,2.70
956.496,445.836,-156.200,0.0088,2.60,2.72,2.60
956.696,445.824,-156.164,0.0090,2.65,2.68,2.57
956.899,445.801,-156.094,0.0023,2.65,2.88,2.85
957.096,445.781,-156.031,0.0023,2.65,2.81,2.78
957.298,445.750,-155.936,0.0024,2.67,2.72,2.68
957.496,445.731,-155.877,0.0024,2.67,2.65,2.62
957.696,445.704,-155.797,0.0024,2.67,2.57,2.54
957.896,445.675,-155.705,-0.0163,2.57,2.64,2.44
958.096,445.644,-155.612,-0.0177,2.57,2.55,2.33
958.296,445.626,-155.557,-0.0180,2.40,2.85,2.61
958.496,445.606,-155.495,-0.0189,2.40,2.79,2.54
958.696,445.589,-155.442,-0.0197,2.40,2.73,2.48
958.896,445.564,-155.364,-0.0067,2.52,2.65,2.56
959.096,445.543,-155.300,-0.0070,2.52,2.58,2.49
959.296,445.530,-155.260,-0.0073,2.52,2.54,2.45
959.506,445.506,-155.186,0.0027,2.46,2.87,2.83
959.696,445.487,-155.130,0.0028,2.46,2.81,2.77
959.896,445.461,-155.049,0.0004,2.46,2.93,2.92
960.097,445.448,-155.010,0.0004,2.63,2.89,2.88
960.296,445.423,-154.931,0.0004,2.63,2.80,2.80
960.495,445.384,-154.811,0.0004,2.63,2.68,2.67
960.696,445.352,-154.714,-0.0120,2.73,2.76,2.59
960.897,445.331,-154.649,-0.0127,2.73,2.69,2.52
961.095,445.311,-154.589,0.0033,2.59,2.84,2.79
961.296,445.289,-154.521,0.0035,2.59,2.77,2.72
961.496,445.274,-154.473,0.0036,2.59,2.72,2.67
961.697,445.252,-154.406,0.0023,2.59,2.87,2.84
961.896,445.230,-154.338,0.0024,2.67,2.80,2.77
962.100,445.208,-154.272,0.0026,2.67,2.73,2.70
962.296,445.177,-154.177,0.0027,2.67,2.63,2.60
962.496,445.163,-154.134,0.0060,2.70,2.73,2.65
962.696,445.135,-154.045,0.0064,2.70,2.64,2.55
962.896,445.117,-153.991,0.0067,2.70,2.58,2.50
963.097,445.090,-153.907,0.0102,2.58,2.49,2.37
963.296,445.069,-153.845,0.0108,2.58,2.43,2.30
963.495,445.049,-153.783,0.0114,2.41,2.36,2.23
963.695,445.030,-153.723,0.0190,2.41,2.77,2.52
963.896,445.000,-153.631,0.0204,2.41,2.68,2.42
964.096,444.972,-153.545,0.0218,2.46,2.59,2.32
964.298,444.953,-153.487,0.0227,2.46,2.53,2.25
964.496,444.932,-153.424,0.0099,2.46,2.46,2.34
964.696,444.914,-153.369,0.0178,2.38,2.40,2.20
964.896,444.894,-153.309,0.0187,2.38,2.34,2.13
965.096,444.885,-153.279,0.0191,2.38,2.31,2.10
965.296,444.864,-153.215,0.0195,2.22,2.81,2.55
965.496,444.847,-153.163,0.0202,2.22,2.75,2.49
965.696,444.812,-153.055,0.0218,2.30,2.64,2.37
965.897,444.791,-152.993,0.0147,2.30,2.74,2.54
966.096,444.763,-152.906,0.0155,2.30,2.64,2.45
966.296,444.751,-152.871,0.0159,2.44,2.61,2.41
966.496,444.732,-152.814,0.0108,2.44,2.77,2.63
966.696,444.706,-152.733,0.0112,2.44,2.69,2.54
966.896,444.689,-152.681,0.0116,2.46,2.63,2.48
967.096,444.666,-152.611,0.0018,2.46,2.86,2.83
967.296,444.642,-152.540,0.0017,2.46,2.78,2.76
967.495,444.619,-152.470,0.0017,2.57,2.71,2.69
967.696,444.579,-152.350,0.0035,2.57,2.58,2.54
967.898,444.559,-152.287,0.0036,2.59,2.51,2.47
968.104,444.559,-152.287,0.0036,2.59,2.51,2.47
968.299,444.538,-152.225,0.0036,2.59,2.45,2.41
968.495,444.513,-152.148,-0.0032,2.42,2.87,2.83
968.697,444.493,-152.087,-0.0035,2.42,2.81,2.76
968.896,444.462,-151.993,-0.0040,2.42,2.71,2.66
969.096,444.446,-151.945,-0.0012,2.58,2.66,2.64
969.296,444.436,-151.915,-0.0013,2.58,2.63,2.61
969.499,444.410,-151.836,-0.0016,2.58,2.54,2.52
969.696,444.396,-151.795,-0.0017,2.58,2.50,2.48
969.896,444.375,-151.732,-0.0019,2.51,2.43,2.41
970.096,444.355,-151.671,-0.0004,2.51,2.90,2.90
970.296,444.333,-151.602,-0.0005,2.51,2.83,2.82
970.498,444.314,-151.546,0.0046,2.62,2.99,2.93
970.696,444.293,-151.482,0.0047,2.62,2.93,2.86
970.898,444.271,-151.414,0.0049,2.62,2.86,2.79
971.096,444.243,-151.330,0.0050,2.79,2.92,2.85
971.309,444.216,-151.249,0.0052,2.79,2.83,2.76
971.496,444.197,-151.191,-0.0007,2.79,2.92,2.91
971.696,444.170,-151.110,-0.0008,2.81,2.84,2.83
971.896,444.144,-151.033,-0.0009,2.81,2.76,2.74
972.096,444.119,-150.956,0.0069,2.81,2.87,2.77
972.295,444.105,-150.914,0.0071,2.77,2.82,2.72
972.501,444.074,-150.820,0.0075,2.77,2.72,2.62
972.696,444.060,-150.779,0.0163,2.77,2.89,2.66
972.896,444.031,-150.689,0.0173,2.68,2.80,2.56
973.095,443.994,-150.578,0.0187,2.68,2.68,2.44
973.296,443.972,-150.511,0.0089,2.67,2.76,2.64
973.496,443.942,-150.421,0.0094,2.67,2.67,2.55
974.254,443.928,-150.379,0.0096,2.67,2.62,2.50
974.448,443.908,-150.318,0.0074,2.54,2.73,2.63
974.646,443.877,-150.226,0.0078,2.54,2.63,2.53
974.846,443.855,-150.160,0.0081,2.54,2.56,2.46
975.046,443.835,-150.100,0.0084,2.50,2.50,2.40
975.246,443.822,-150.061,0.0031,2.50,2.67,2.63
975.446,443.794,-149.978,0.0032,2.50,2.58,2.54
975.678,443.773,-149.913,0.0033,2.55,2.51,2.47
975.855,443.759,-149.871,-0.0116,2.55,2.47,2.33
976.046,443.728,-149.779,-0.0127,2.55,2.37,2.23
976.246,443.711,-149.729,-0.0134,2.34,2.32,2.17
976.446,443.691,-149.667,-0.0143,2.34,2.26,2.10
976.646,443.676,-149.623,-0.0074,2.34,2.67,2.57
976.846,443.648,-149.538,-0.0080,2.46,2.58,2.48
977.046,443.630,-149.485,0.0026,2.46,2.79,2.76
977.246,443.608,-149.417,0.0027,2.46,2.72,2.69
977.451,443.590,-149.364,0.0028,2.57,2.67,2.63
977.646,443.568,-149.298,0.0244,2.57,2.60,2.30
977.846,443.555,-149.259,0.0251,2.57,2.56,2.26
978.045,443.524,-149.166,0.0241,2.34,2.81,2.49
978.246,443.505,-149.109,0.0250,2.34,2.75,2.42
978.452,443.491,-149.067,0.0178,2.34,2.90,2.65
978.649,443.463,-148.983,0.0188,2.55,2.81,2.56
978.847,443.442,-148.921,0.0196,2.55,2.75,2.49
979.061,443.424,-148.865,0.0204,2.55,2.69,2.43
979.302,443.404,-148.805,0.0226,2.44,2.75,2.45
979.511,443.386,-148.753,0.0234,2.44,2.69,2.40
979.743,443.364,-148.687,0.0227,2.37,2.62,2.34
979.896,443.330,-148.584,0.0245,2.37,2.51,2.23
980.097,443.313,-148.533,0.0254,2.37,2.46,2.17
980.298,443.303,-148.506,0.0260,2.37,2.99,2.62
980.501,443.282,-148.444,0.0270,2.30,2.92,2.55
980.695,443.252,-148.354,0.0286,2.30,2.83,2.45
980.896,443.225,-148.272,0.0302,2.43,2.74,2.36
981.096,443.204,-148.210,0.0330,2.43,2.88,2.44
981.296,443.191,-148.172,0.0338,2.43,2.84,2.40
981.496,443.170,-148.111,0.0352,2.43,2.78,2.33
981.696,443.143,-148.031,0.0131,2.40,2.69,2.52
981.896,443.120,-147.963,0.0136,2.40,2.62,2.45
982.098,443.120,-147.961,0.0009,2.40,3.02,3.01
982.295,443.095,-147.890,0.0007,2.48,2.95,2.94
982.496,443.079,-147.842,0.0005,2.48,2.89,2.89
982.695,443.042,-147.732,0.0026,2.48,2.92,2.88
982.895,443.021,-147.670,0.0025,2.66,2.86,2.82
983.097,443.021,-147.670,0.0025,2.66,2.86,2.82
983.296,442.998,-147.602,0.0005,2.66,3.01,3.01
983.495,442.963,-147.501,0.0002,2.84,2.91,2.90
983.708,442.944,-147.442,0.0001,2.84,2.84,2.84
983.896,442.891,-147.288,-0.0032,2.84,2.83,2.78
984.096,442.868,-147.219,-0.0036,2.87,2.75,2.70
984.296,442.848,-147.161,-0.0010,2.87,2.88,2.87
984.496,442.818,-147.074,-0.0013,2.87,2.79,2.77
984.697,442.801,-147.023,-0.0015,2.85,2.74,2.72
984.896,442.771,-146.934,0.0070,2.85,2.75,2.65
985.096,442.753,-146.881,0.0072,2.85,2.69,2.60
985.323,442.726,-146.802,0.0075,2.67,2.61,2.51
985.501,442.703,-146.736,0.0040,2.67,2.85,2.79
985.701,442.690,-146.698,0.0040,2.67,2.81,2.75
985.897,442.667,-146.628,0.0041,2.73,2.73,2.68
986.121,442.646,-146.569,0.0042,2.73,2.67,2.61
986.296,442.621,-146.495,-0.0039,2.73,2.70,2.65
986.503,442.598,-146.428,-0.0042,2.67,2.63,2.57
986.696,442.549,-146.285,0.0044,2.67,2.47,2.42
986.896,442.531,-146.230,0.0045,2.50,2.42,2.36
987.102,442.502,-146.145,0.0047,2.50,2.33,2.27
987.296,442.487,-146.103,0.0047,2.50,2.28,2.23
987.495,442.466,-146.041,-0.0105,2.35,2.22,2.10
987.696,442.442,-145.971,-0.0114,2.35,2.14,2.02
987.896,442.428,-145.931,-0.0120,2.35,2.10,1.98
988.096,442.405,-145.862,-0.0301,2.09,2.03,1.75
988.296,442.384,-145.802,-0.0322,2.09,1.96,1.67
988.495,442.365,-145.744,-0.0343,2.09,1.90,1.60
988.697,442.340,-145.672,-0.0227,2.14,2.62,2.34
988.897,442.340,-145.672,-0.0227,2.14,2.62,2.34
989.095,442.309,-145.581,-0.0182,2.14,2.66,2.43
989.296,442.300,-145.553,-0.0186,2.14,2.63,2.40
989.515,442.286,-145.513,-0.0192,2.38,2.59,2.35
989.695,442.257,-145.429,-0.0251,2.38,2.70,2.39
989.896,442.246,-145.395,-0.0258,2.38,2.67,2.35
990.096,442.226,-145.338,-0.0269,2.36,2.61,2.28
990.296,442.186,-145.220,-0.0235,2.36,2.74,2.44
990.496,442.164,-145.153,-0.0246,2.37,2.67,2.36
990.697,442.142,-145.088,-0.0258,2.37,2.60,2.29
990.896,442.128,-145.049,-0.0237,2.37,2.73,2.42
991.096,442.109,-144.992,-0.0247,2.37,2.67,2.36
991.295,442.080,-144.907,-0.0262,2.37,2.58,2.26
991.496,442.061,-144.849,-0.0172,2.37,2.76,2.54
991.707,442.049,-144.814,-0.0175,2.43,2.73,2.50
991.896,442.011,-144.701,-0.0189,2.43,2.61,2.37
992.096,441.984,-144.622,-0.0198,2.36,2.52,2.29
992.296,441.973,-144.588,-0.0203,2.36,2.49,2.25
992.496,441.951,-144.523,-0.0212,2.36,2.42,2.18
992.710,441.928,-144.456,-0.0223,2.22,2.35,2.10
992.896,441.913,-144.410,-0.0281,2.22,2.30,2.00
993.096,441.887,-144.331,-0.0299,2.22,2.22,1.91
993.296,441.868,-144.277,-0.0312,2.05,2.16,1.85
993.496,441.835,-144.177,-0.0048,2.05,2.77,2.71
993.697,441.833,-144.172,-0.0048,2.05,2.77,2.70
993.896,441.804,-144.083,-0.0027,2.16,2.68,2.64
994.096,441.788,-144.035,-0.0026,2.16,2.63,2.59
994.296,441.766,-143.971,-0.0025,2.33,2.56,2.53
994.499,441.749,-143.921,-0.0024,2.33,2.50,2.47
994.696,441.719,-143.829,-0.0096,2.33,2.82,2.69
994.896,441.707,-143.795,-0.0097,2.51,2.79,2.65
995.096,441.679,-143.710,-0.0173,2.51,2.70,2.47
995.296,441.659,-143.650,-0.0180,2.51,2.63,2.41
995.519,441.639,-143.590,-0.0037,2.46,2.57,2.52
995.747,441.614,-143.514,-0.0037,2.46,2.49,2.44
995.946,441.575,-143.396,-0.0066,2.43,2.37,2.29
996.146,441.566,-143.370,-0.0067,2.43,2.34,2.26
996.347,441.535,-143.278,-0.0069,2.43,2.24,2.16
996.546,441.518,-143.226,0.0017,2.26,2.90,2.87
996.748,441.502,-143.177,0.0019,2.26,2.85,2.82
996.952,441.483,-143.119,0.0013,2.26,2.78,2.77
997.151,441.456,-143.039,0.0016,2.43,2.70,2.68
997.349,441.447,-143.012,0.0018,2.43,2.67,2.65
997.546,441.424,-142.942,0.0047,2.43,2.93,2.86
997.781,441.396,-142.858,0.0052,2.61,2.84,2.77
997.946,441.373,-142.788,0.0056,2.61,2.77,2.69
998.145,441.340,-142.688,0.0069,2.61,2.93,2.83
998.346,441.308,-142.593,0.0076,2.73,2.83,2.73
998.546,441.292,-142.544,0.0079,2.73,2.78,2.67
998.746,441.259,-142.445,0.0167,2.68,2.88,2.65
998.946,441.248,-142.410,0.0172,2.68,2.84,2.61
999.145,441.224,-142.340,0.0183,2.68,2.77,2.53
999.346,441.195,-142.251,0.0054,2.56,2.86,2.79
999.562,441.174,-142.188,0.0058,2.56,2.80,2.72
999.746,441.137,-142.075,0.0064,2.56,2.68,2.60
999.954,441.127,-142.045,0.0066,2.63,2.65,2.56
1000.154,441.105,-141.979,0.0094,2.63,2.74,2.62
1000.346,441.062,-141.849,0.0110,2.63,2.61,2.47
