time,car_x,car_y,steering_angle,current_velocity,position_error,cmd_vel_out
316.167,452.914,-299.809,0.0883,1.81,2.99,1.92
316.346,452.976,-299.865,0.0834,1.93,3.10,2.04
316.546,453.013,-299.899,0.0853,1.93,3.05,1.99
316.746,453.066,-299.947,0.0866,1.93,3.21,2.08
316.949,453.069,-299.949,0.0867,1.93,3.21,2.08
317.146,453.147,-300.019,0.0907,2.01,3.10,1.97
317.346,453.187,-300.055,0.0868,2.01,3.16,2.05
317.546,453.218,-300.082,0.0883,2.06,3.12,2.01
317.745,453.270,-300.128,0.0910,2.06,3.05,1.94
317.946,453.329,-300.181,0.0761,2.01,3.12,2.13
318.146,453.371,-300.218,0.0779,2.01,3.06,2.08
318.345,453.411,-300.253,0.0746,2.01,3.25,2.24
318.546,453.472,-300.307,0.0769,2.13,3.17,2.16
318.746,453.496,-300.328,0.0779,2.13,3.13,2.12
318.946,453.558,-300.383,0.0806,2.13,3.05,2.04
319.146,453.639,-300.453,0.0908,2.09,2.95,1.87
319.346,453.665,-300.475,0.0922,2.09,2.91,1.84
319.545,453.708,-300.513,0.0948,1.92,2.86,1.78
319.746,453.739,-300.540,0.1028,1.92,2.82,1.69
319.946,453.790,-300.584,0.1063,1.92,2.75,1.62
320.145,453.859,-300.643,0.0808,1.74,3.28,2.19
320.346,453.894,-300.673,0.0821,1.74,3.23,2.14
320.546,453.914,-300.690,0.0830,1.76,3.21,2.12
320.746,453.956,-300.726,0.0787,1.76,3.31,2.23
320.946,454.000,-300.764,0.0804,1.76,3.25,2.18
321.146,454.043,-300.800,0.0820,1.94,3.20,2.12
321.346,454.122,-300.867,0.0806,1.94,3.24,2.17
321.546,454.145,-300.886,0.0815,2.11,3.21,2.14
321.745,454.185,-300.920,0.0831,2.11,3.16,2.09
321.949,454.245,-300.970,0.0778,2.11,3.08,2.09
322.146,454.276,-300.996,0.0790,2.12,3.04,2.05
322.365,454.315,-301.029,0.0806,2.12,2.99,2.00
322.567,454.366,-301.071,0.0946,2.12,2.93,1.82
322.778,454.398,-301.098,0.0964,1.98,2.89,1.78
322.946,454.448,-301.139,0.0725,1.98,3.37,2.35
323.148,454.490,-301.174,0.0738,1.98,3.32,2.29
323.346,454.536,-301.212,0.0753,2.01,3.26,2.24
323.546,454.602,-301.266,0.0739,2.01,3.25,2.25
323.746,454.657,-301.312,0.0758,2.18,3.18,2.18
324.546,454.667,-301.319,0.0762,2.18,3.17,2.16
325.195,454.711,-301.356,0.0761,2.18,3.30,2.26
325.396,454.756,-301.392,0.0777,2.18,3.25,2.20
325.595,454.844,-301.464,0.0811,2.22,3.13,2.09
325.805,454.847,-301.466,0.0812,2.22,3.13,2.09
325.996,454.916,-301.522,0.0755,2.19,3.24,2.22
326.196,454.958,-301.556,0.0770,2.19,3.18,2.16
326.396,455.007,-301.595,0.0789,2.19,3.12,2.10
326.596,455.059,-301.636,0.0875,2.19,3.06,1.97
326.796,455.107,-301.676,0.0899,2.13,2.99,1.91
326.996,455.136,-301.698,0.0913,2.13,2.96,1.87
327.196,455.189,-301.740,0.0891,2.13,2.89,1.85
327.396,455.235,-301.777,0.0915,1.96,2.83,1.79
327.598,455.273,-301.807,0.0935,1.96,2.78,1.74
327.795,455.313,-301.839,0.0897,1.79,3.26,2.08
327.996,455.385,-301.895,0.0930,1.79,3.17,1.99
328.196,455.426,-301.927,0.0950,1.79,3.11,1.94
328.396,455.468,-301.960,0.0961,1.94,3.19,1.98
328.595,455.500,-301.985,0.0978,1.94,3.15,1.93
328.797,455.533,-302.011,0.0994,1.94,3.11,1.89
328.995,455.620,-302.078,0.0926,1.96,3.20,2.02
329.200,455.634,-302.089,0.0932,1.96,3.19,2.00
329.396,455.715,-302.151,0.0971,1.97,3.08,1.90
329.596,455.736,-302.168,0.0928,1.97,3.27,2.06
329.796,455.778,-302.199,0.0947,1.97,3.22,2.01
329.996,455.820,-302.232,0.0968,1.99,3.17,1.95
330.196,455.882,-302.279,0.0968,1.99,3.25,2.00
330.396,455.911,-302.301,0.0981,1.99,3.21,1.97
330.596,455.946,-302.327,0.0999,1.95,3.17,1.92
330.812,455.994,-302.364,0.1024,1.95,3.11,1.86
330.995,456.068,-302.419,0.0985,1.92,3.19,1.95
331.197,456.111,-302.452,0.1006,1.92,3.13,1.89
331.782,456.131,-302.466,0.1016,1.92,3.11,1.87
331.996,456.230,-302.540,0.1070,1.93,2.99,1.75
332.222,456.253,-302.557,0.0942,1.93,3.15,1.97
332.395,456.312,-302.600,0.0969,1.87,3.08,1.90
332.596,456.367,-302.641,0.0995,1.87,3.01,1.83
332.800,456.409,-302.671,0.1017,1.87,2.96,1.78
332.996,456.447,-302.699,0.0864,1.85,3.34,2.17
333.196,456.486,-302.727,0.0878,1.85,3.29,2.12
333.396,456.533,-302.762,0.0981,2.03,3.43,2.10
333.596,456.576,-302.793,0.1000,2.03,3.38,2.05
333.796,456.608,-302.816,0.1015,2.03,3.34,2.01
333.995,456.705,-302.886,0.1067,2.03,3.22,1.89
334.197,456.738,-302.910,0.1085,2.03,3.18,1.85
334.397,456.738,-302.910,0.1085,2.03,3.18,1.85
334.620,456.802,-302.955,0.0948,2.03,3.43,2.14
334.811,456.853,-302.991,0.0968,1.92,3.37,2.08
334.999,456.915,-303.035,0.0995,1.92,3.30,2.00
335.196,456.961,-303.068,0.0991,2.04,3.37,2.05
335.397,457.005,-303.099,0.1011,2.04,3.32,2.00
335.595,457.068,-303.143,0.1041,2.01,3.24,1.93
335.808,457.094,-303.161,0.1054,2.01,3.21,1.90
336.013,457.144,-303.196,0.1079,2.01,3.15,1.84
336.196,457.199,-303.234,0.1013,1.99,3.33,2.01
336.396,457.255,-303.272,0.1039,1.99,3.26,1.94
336.596,457.324,-303.320,0.0973,1.94,3.44,2.12
336.797,457.346,-303.335,0.0982,1.94,3.42,2.09
336.996,457.411,-303.379,0.1010,1.94,3.34,2.01
337.197,457.465,-303.415,0.1034,2.01,3.27,1.95
337.396,457.498,-303.438,0.1039,2.01,3.41,2.03
337.596,457.548,-303.472,0.1062,2.01,3.35,1.97
337.802,457.607,-303.512,0.1092,1.96,3.28,1.90
337.996,457.636,-303.531,0.1081,1.96,3.40,1.98
338.196,457.679,-303.560,0.1101,1.96,3.35,1.93
338.396,457.726,-303.591,0.1125,1.99,3.30,1.88
338.596,457.764,-303.617,0.1092,1.99,3.44,2.00
338.796,457.826,-303.658,0.1122,1.99,3.37,1.92
338.995,457.885,-303.696,0.1153,1.95,3.30,1.86
339.196,457.908,-303.712,0.1165,1.95,3.27,1.83
339.396,457.977,-303.756,0.1266,1.78,3.30,1.75
339.596,458.020,-303.784,0.1293,1.78,3.25,1.70
339.796,458.036,-303.795,0.1303,1.78,3.23,1.68
339.996,458.110,-303.842,0.1355,1.67,3.41,1.73
340.196,458.153,-303.870,0.1383,1.67,3.36,1.68
340.395,458.215,-303.910,0.1424,1.73,3.28,1.61
340.596,458.215,-303.910,0.1424,1.73,3.28,1.61
340.795,458.282,-303.953,0.1368,1.73,3.36,1.69
340.997,458.300,-303.964,0.1379,1.73,3.34,1.67
341.196,458.343,-303.991,0.1407,1.68,3.29,1.63
341.396,458.410,-304.033,0.1317,1.68,3.39,1.75
341.596,458.457,-304.062,0.1344,1.73,3.33,1.70
341.796,458.478,-304.075,0.1356,1.73,3.31,1.68
341.996,458.518,-304.100,0.1228,1.73,3.39,1.83
342.196,458.573,-304.134,0.1256,1.79,3.32,1.77
342.395,458.598,-304.149,0.1269,1.79,3.29,1.75
342.596,458.650,-304.181,0.1288,1.79,3.39,1.78
342.796,458.693,-304.207,0.1311,1.79,3.34,1.74
342.995,458.759,-304.247,0.1320,1.79,3.26,1.69
343.195,458.813,-304.279,0.1352,1.75,3.20,1.63
343.396,458.837,-304.293,0.1366,1.75,3.17,1.60
343.598,458.876,-304.316,0.1390,1.75,3.13,1.56
343.805,458.901,-304.331,0.1240,1.63,3.39,1.83
343.996,458.963,-304.368,0.1270,1.63,3.32,1.76
344.197,458.993,-304.386,0.1285,1.63,3.29,1.73
344.410,459.020,-304.401,0.1227,1.73,3.49,1.89
344.596,459.115,-304.456,0.1272,1.73,3.38,1.79
344.796,459.142,-304.472,0.1285,1.73,3.35,1.76
344.996,459.198,-304.504,0.1314,1.77,3.28,1.70
345.196,459.237,-304.527,0.1216,1.77,3.43,1.87
345.399,459.272,-304.547,0.1232,1.77,3.39,1.83
345.596,459.311,-304.569,0.1250,1.79,3.35,1.79
345.796,459.338,-304.584,0.1196,1.79,3.56,1.96
345.995,459.379,-304.607,0.1214,1.79,3.52,1.92
346.195,459.463,-304.654,0.1251,1.80,3.42,1.83
346.396,459.504,-304.677,0.1271,1.80,3.37,1.79
346.596,459.566,-304.711,0.1209,1.86,3.49,1.91
346.795,459.593,-304.726,0.1221,1.86,3.46,1.88
346.996,459.633,-304.748,0.1299,1.86,3.58,1.87
347.196,459.693,-304.781,0.1328,1.91,3.51,1.81
347.396,459.723,-304.798,0.1344,1.91,3.48,1.78
347.596,459.766,-304.821,0.1228,1.91,3.55,1.92
347.838,459.809,-304.844,0.1247,1.84,3.50,1.88
348.003,459.867,-304.875,0.1273,1.84,3.44,1.82
348.195,459.896,-304.891,0.1287,1.84,3.41,1.79
348.396,459.998,-304.945,0.1314,1.86,3.43,1.78
348.596,460.032,-304.963,0.1331,1.86,3.40,1.75
348.796,460.066,-304.981,0.1349,1.82,3.36,1.71
348.996,460.120,-305.009,0.1318,1.82,3.49,1.80
349.196,460.150,-305.025,0.1333,1.82,3.46,1.77
349.396,460.210,-305.056,0.1364,1.80,3.39,1.71
349.595,460.285,-305.095,0.1470,1.80,3.31,1.59
349.796,460.328,-305.117,0.1496,1.73,3.27,1.55
349.995,460.365,-305.135,0.1520,1.73,3.23,1.51
350.209,460.374,-305.140,0.1526,1.73,3.22,1.50
350.446,460.446,-305.176,0.1408,1.60,3.46,1.71
350.645,460.487,-305.197,0.1430,1.60,3.42,1.67
350.846,460.522,-305.214,0.1448,1.60,3.38,1.64
351.046,460.563,-305.234,0.1424,1.65,3.51,1.72
351.246,460.602,-305.253,0.1445,1.65,3.46,1.68
351.454,460.636,-305.270,0.1463,1.65,3.42,1.65
351.702,460.684,-305.293,0.1406,1.65,3.56,1.76
351.896,460.758,-305.329,0.1443,1.65,3.48,1.69
352.099,460.791,-305.345,0.1460,1.69,3.44,1.66
352.296,460.826,-305.362,0.1415,1.69,3.63,1.79
352.496,460.906,-305.400,0.1454,1.73,3.55,1.71
352.746,460.925,-305.408,0.1464,1.73,3.53,1.70
352.946,460.986,-305.437,0.1534,1.73,3.47,1.61
353.146,461.044,-305.464,0.1568,1.68,3.40,1.55
353.346,461.076,-305.479,0.1383,1.68,3.73,1.87
353.546,461.115,-305.497,0.1400,1.68,3.69,1.83
353.746,461.158,-305.517,0.1420,1.71,3.65,1.79
353.946,461.208,-305.540,0.1444,1.71,3.59,1.74
354.146,461.271,-305.568,0.1406,1.77,3.69,1.83
354.346,461.334,-305.596,0.1435,1.77,3.62,1.77
354.546,461.372,-305.613,0.1454,1.77,3.58,1.73
354.746,461.415,-305.632,0.1375,1.79,3.72,1.87
354.945,461.461,-305.652,0.1395,1.79,3.67,1.83
356.285,461.461,-305.652,0.1395,1.79,3.67,1.83
356.535,461.509,-305.673,0.1417,1.82,3.62,1.78
356.746,461.596,-305.711,0.1380,1.82,3.72,1.86
356.946,461.621,-305.721,0.1390,1.82,3.69,1.84
357.146,461.669,-305.742,0.1412,1.86,3.64,1.80
357.357,461.731,-305.769,0.1442,1.86,3.57,1.74
357.545,461.777,-305.788,0.1426,1.86,3.66,1.79
357.746,461.855,-305.820,0.1463,1.80,3.57,1.72
357.946,461.895,-305.837,0.1483,1.80,3.53,1.68
358.146,461.941,-305.856,0.1478,1.74,3.67,1.75
358.345,461.972,-305.869,0.1493,1.74,3.63,1.72
358.546,462.025,-305.890,0.1520,1.74,3.58,1.67
358.748,462.076,-305.911,0.1437,1.74,3.70,1.80
358.945,462.101,-305.921,0.1448,1.74,3.67,1.78
359.146,462.163,-305.946,0.1478,1.74,3.60,1.72
359.346,462.240,-305.976,0.1517,1.74,3.52,1.65
359.546,462.286,-305.994,0.1607,1.74,3.49,1.56
359.746,462.311,-306.004,0.1621,1.64,3.46,1.54
359.948,462.352,-306.020,0.1646,1.64,3.42,1.50
360.145,462.402,-306.039,0.1676,1.64,3.36,1.46
360.346,462.426,-306.049,0.1473,1.58,3.67,1.76
360.545,462.486,-306.071,0.1501,1.58,3.61,1.70
360.746,462.528,-306.087,0.1521,1.58,3.57,1.67
360.946,462.588,-306.110,0.1552,1.65,3.50,1.61
361.146,462.621,-306.122,0.1374,1.65,3.62,1.82
361.345,462.677,-306.143,0.1397,1.75,3.56,1.77
361.555,462.693,-306.148,0.1329,1.75,3.53,1.82
361.745,462.775,-306.178,0.1362,1.75,3.45,1.75
361.945,462.802,-306.188,0.1373,1.77,3.42,1.72
362.146,462.849,-306.204,0.1241,1.77,3.72,2.00
362.345,462.893,-306.220,0.1256,1.77,3.67,1.96
362.550,462.941,-306.237,0.1273,1.92,3.62,1.92
362.746,462.988,-306.254,0.1319,1.92,3.70,1.91
362.946,463.055,-306.277,0.1345,1.92,3.63,1.85
363.145,463.118,-306.299,0.1371,1.90,3.57,1.80
363.346,463.192,-306.325,0.1356,1.90,3.68,1.87
363.546,463.227,-306.336,0.1371,1.86,3.64,1.84
363.746,463.272,-306.352,0.1390,1.86,3.60,1.79
363.946,463.316,-306.366,0.1356,1.86,3.64,1.85
364.146,463.378,-306.387,0.1381,1.86,3.58,1.79
364.346,463.407,-306.396,0.1394,1.85,3.55,1.77
364.546,463.471,-306.417,0.1314,1.85,3.64,1.89
364.745,463.519,-306.433,0.1333,1.85,3.59,1.84
364.946,463.541,-306.440,0.1342,1.84,3.57,1.82
365.146,463.613,-306.463,0.1415,1.84,3.64,1.80
365.346,463.676,-306.483,0.1443,1.84,3.58,1.74
365.546,463.726,-306.499,0.1468,1.84,3.52,1.69
365.750,463.749,-306.507,0.1508,1.84,3.51,1.65
365.946,463.814,-306.527,0.1542,1.71,3.44,1.59
366.149,463.865,-306.542,0.1557,1.71,3.65,1.68
366.345,463.918,-306.559,0.1585,1.71,3.59,1.63
366.552,463.920,-306.559,0.1409,1.67,3.69,1.82
366.754,464.000,-306.583,0.1444,1.67,3.61,1.75
366.946,464.044,-306.596,0.1464,1.67,3.56,1.71
367.146,464.073,-306.605,0.1478,1.72,3.53,1.69
367.362,464.125,-306.620,0.1578,1.72,3.57,1.62
367.546,464.174,-306.634,0.1604,1.72,3.52,1.58
367.746,464.202,-306.642,0.1620,1.68,3.49,1.55
367.946,464.244,-306.654,0.1575,1.68,3.62,1.65
368.147,464.326,-306.678,0.1618,1.63,3.54,1.58
368.346,464.376,-306.692,0.1645,1.63,3.49,1.53
368.546,464.425,-306.705,0.1673,1.63,3.44,1.49
368.746,464.446,-306.711,0.1639,1.61,3.57,1.57
368.946,464.501,-306.726,0.1668,1.61,3.51,1.53
369.151,464.530,-306.734,0.1521,1.61,3.71,1.73
369.346,464.588,-306.749,0.1547,1.61,3.65,1.68
369.546,464.625,-306.759,0.1565,1.61,3.61,1.65
369.745,464.675,-306.772,0.1578,1.66,3.68,1.67
369.946,464.698,-306.777,0.1589,1.66,3.66,1.65
370.146,464.770,-306.796,0.1625,1.66,3.59,1.59
370.346,464.834,-306.812,0.1615,1.66,3.72,1.66
370.545,464.879,-306.823,0.1638,1.66,3.68,1.62
370.746,464.925,-306.835,0.1661,1.66,3.63,1.58
370.959,464.964,-306.844,0.1681,1.66,3.59,1.55
371.146,465.000,-306.853,0.1633,1.66,3.54,1.57
371.346,465.037,-306.862,0.1652,1.66,3.50,1.53
371.547,465.079,-306.871,0.1674,1.61,3.46,1.50
371.751,465.119,-306.881,0.1563,1.61,3.79,1.73
371.957,465.163,-306.891,0.1583,1.61,3.74,1.70
372.146,465.204,-306.900,0.1574,1.66,3.82,1.74
372.346,465.256,-306.912,0.1597,1.66,3.76,1.69
372.547,465.301,-306.922,0.1618,1.66,3.72,1.66
372.746,465.351,-306.933,0.1642,1.67,3.67,1.61
372.946,465.394,-306.943,0.1663,1.67,3.63,1.58
373.146,465.438,-306.952,0.1626,1.67,3.69,1.64
373.346,465.480,-306.961,0.1646,1.66,3.64,1.60
373.546,465.554,-306.976,0.1549,1.66,3.82,1.76
373.746,465.592,-306.984,0.1565,1.69,3.78,1.73
373.946,465.635,-306.993,0.1584,1.69,3.73,1.69
374.146,465.695,-307.005,0.1597,1.69,3.76,1.69
374.346,465.719,-307.010,0.1608,1.70,3.74,1.67
374.586,465.765,-307.019,0.1630,1.70,3.69,1.63
374.796,465.849,-307.035,0.1643,1.70,3.77,1.66
374.996,465.897,-307.044,0.1666,1.70,3.72,1.62
375.206,465.939,-307.052,0.1687,1.70,3.68,1.58
375.396,465.981,-307.060,0.1665,1.66,3.77,1.64
375.596,466.039,-307.071,0.1686,1.66,3.71,1.60
375.796,466.075,-307.077,0.1704,1.66,3.67,1.57
376.018,466.120,-307.085,0.1727,1.64,3.63,1.53
376.197,466.157,-307.091,0.1587,1.64,3.74,1.69
376.396,466.239,-307.105,0.1623,1.63,3.66,1.63
376.611,466.286,-307.113,0.1645,1.63,3.61,1.59
376.802,466.341,-307.122,0.1672,1.63,3.56,1.54
376.996,466.384,-307.129,0.1694,1.62,3.52,1.51
377.204,466.426,-307.136,0.1695,1.62,3.57,1.53
377.396,466.507,-307.148,0.1737,1.58,3.49,1.46
377.609,466.532,-307.152,0.1751,1.58,3.46,1.44
377.795,466.568,-307.157,0.1531,1.58,3.78,1.76
377.996,466.666,-307.171,0.1570,1.56,3.68,1.68
378.196,466.693,-307.175,0.1582,1.56,3.65,1.66
378.396,466.749,-307.183,0.1606,1.64,3.60,1.61
378.596,466.797,-307.190,0.1599,1.64,3.72,1.67
378.805,466.833,-307.194,0.1615,1.64,3.69,1.65
378.996,466.864,-307.198,0.1629,1.64,3.66,1.62
379.196,466.926,-307.206,0.1657,1.64,3.60,1.57
379.396,466.999,-307.216,0.1634,1.61,3.76,1.66
379.597,467.052,-307.222,0.1658,1.61,3.71,1.62
379.795,467.094,-307.227,0.1677,1.61,3.67,1.58
380.027,467.136,-307.232,0.1697,1.62,3.62,1.55
380.246,467.213,-307.241,0.1721,1.62,3.74,1.58
380.446,467.248,-307.244,0.1737,1.62,3.71,1.55
380.647,467.298,-307.250,0.1762,1.62,3.66,1.52
380.850,467.339,-307.254,0.1783,1.62,3.62,1.48
381.046,467.373,-307.257,0.1556,1.63,3.79,1.74
381.281,467.425,-307.263,0.1576,1.63,3.74,1.70
381.496,467.464,-307.266,0.1541,1.63,3.89,1.80
381.696,467.499,-307.270,0.1554,1.72,3.86,1.77
381.896,467.567,-307.276,0.1550,1.72,3.91,1.80
382.096,467.636,-307.282,0.1577,1.72,3.84,1.75
382.296,467.676,-307.285,0.1594,1.74,3.80,1.72
382.496,467.731,-307.290,0.1617,1.74,3.75,1.67
382.696,467.829,-307.298,0.1661,1.74,3.66,1.59
382.896,467.876,-307.301,0.1615,1.74,3.59,1.60
383.097,467.927,-307.305,0.1639,1.66,3.54,1.56
383.295,468.007,-307.310,0.1677,1.66,3.46,1.50
383.496,468.050,-307.313,0.1699,1.66,3.42,1.46
383.695,468.094,-307.316,0.1572,1.56,3.70,1.69
383.895,468.167,-307.320,0.1603,1.56,3.63,1.63
384.101,468.218,-307.323,0.1625,1.59,3.58,1.59
384.296,468.252,-307.325,0.1655,1.59,3.80,1.66
384.518,468.276,-307.326,0.1666,1.59,3.78,1.64
384.708,468.380,-307.331,0.1715,1.60,3.68,1.56
384.899,468.415,-307.332,0.1731,1.60,3.64,1.53
385.097,468.471,-307.334,0.1656,1.60,3.80,1.66
385.312,468.513,-307.336,0.1675,1.60,3.76,1.63
385.496,468.578,-307.338,0.1705,1.61,3.70,1.58
385.696,468.637,-307.340,0.1714,1.61,3.63,1.54
385.897,468.714,-307.342,0.1752,1.60,3.56,1.48
386.097,468.741,-307.343,0.1766,1.60,3.53,1.46
387.416,468.788,-307.344,0.1791,1.60,3.49,1.42
387.595,468.829,-307.345,0.1676,1.51,3.81,1.65
387.796,468.869,-307.345,0.1693,1.51,3.77,1.62
387.996,468.945,-307.346,0.1728,1.55,3.70,1.56
388.196,468.998,-307.346,0.1754,1.55,3.65,1.52
388.396,469.068,-307.347,0.1788,1.56,3.58,1.46
388.596,469.105,-307.347,0.1699,1.56,3.76,1.61
388.796,469.151,-307.347,0.1720,1.56,3.72,1.57
389.001,469.209,-307.346,0.1747,1.57,3.66,1.53
389.196,469.253,-307.346,0.1768,1.57,3.62,1.49
389.396,469.316,-307.345,0.1782,1.56,3.55,1.46
389.596,469.370,-307.344,0.1810,1.56,3.50,1.41
389.796,469.453,-307.343,0.1675,1.47,3.91,1.69
390.002,469.491,-307.342,0.1690,1.47,3.87,1.66
390.196,469.530,-307.341,0.1647,1.47,3.95,1.73
390.396,469.557,-307.340,0.1658,1.60,3.92,1.71
390.596,469.643,-307.337,0.1693,1.60,3.84,1.65
390.795,469.698,-307.335,0.1717,1.65,3.79,1.60
390.996,469.744,-307.334,0.1688,1.65,3.87,1.66
391.197,469.771,-307.333,0.1699,1.65,3.84,1.64
391.398,469.836,-307.330,0.1677,1.66,3.93,1.70
391.598,469.894,-307.327,0.1702,1.66,3.87,1.65
391.796,469.934,-307.325,0.1719,1.66,3.83,1.62
391.995,469.993,-307.322,0.1746,1.66,3.78,1.58
392.196,470.045,-307.319,0.1708,1.66,3.87,1.65
392.396,470.079,-307.317,0.1723,1.65,3.83,1.62
392.595,470.135,-307.313,0.1749,1.65,3.78,1.58
392.795,470.205,-307.309,0.1697,1.64,3.90,1.67
392.996,470.254,-307.306,0.1719,1.64,3.85,1.63
393.196,470.292,-307.303,0.1736,1.64,3.81,1.60
393.396,470.356,-307.298,0.1711,1.64,3.90,1.66
393.596,470.423,-307.293,0.1740,1.64,3.83,1.60
393.796,470.480,-307.288,0.1767,1.65,3.78,1.56
393.996,470.526,-307.284,0.1704,1.65,3.94,1.68
394.195,470.571,-307.280,0.1723,1.65,3.90,1.65
394.396,470.651,-307.273,0.1759,1.64,3.82,1.59
394.596,470.685,-307.270,0.1775,1.64,3.79,1.56
394.798,470.743,-307.264,0.1699,1.64,3.88,1.66
394.996,470.810,-307.257,0.1728,1.64,3.82,1.61
395.195,470.851,-307.253,0.1747,1.62,3.78,1.58
395.395,470.903,-307.247,0.1732,1.62,3.72,1.56
395.596,470.941,-307.243,0.1750,1.62,3.68,1.53
395.796,471.014,-307.234,0.1696,1.61,3.92,1.68
395.996,471.061,-307.229,0.1716,1.61,3.88,1.64
396.197,471.113,-307.223,0.1739,1.64,3.83,1.60
396.395,471.167,-307.216,0.1765,1.64,3.77,1.56
396.596,471.250,-307.205,0.1805,1.62,3.69,1.50
396.796,471.275,-307.202,0.1823,1.62,3.67,1.47
396.996,471.312,-307.197,0.1843,1.62,3.63,1.45
397.196,471.365,-307.189,0.1871,1.52,3.58,1.40
397.410,471.426,-307.181,0.1788,1.52,3.86,1.58
397.596,471.483,-307.172,0.1814,1.48,3.80,1.53
397.795,471.515,-307.168,0.1830,1.48,3.77,1.51
397.997,471.589,-307.156,0.1867,1.49,3.70,1.45
398.196,471.641,-307.148,0.1804,1.49,3.86,1.56
398.402,471.665,-307.144,0.1815,1.49,3.83,1.55
398.596,471.715,-307.136,0.1839,1.50,3.78,1.51
398.796,471.760,-307.129,0.1728,1.50,3.92,1.65
398.995,471.824,-307.118,0.1756,1.50,3.85,1.60
399.197,471.863,-307.111,0.1773,1.55,3.82,1.57
399.396,471.920,-307.101,0.1799,1.55,3.76,1.53
399.595,471.994,-307.088,0.1835,1.56,3.69,1.47
399.796,472.039,-307.079,0.1761,1.56,3.79,1.57
399.996,472.076,-307.072,0.1778,1.56,3.75,1.54
400.196,472.118,-307.064,0.1736,1.57,3.98,1.67
400.395,472.185,-307.051,0.1765,1.57,3.91,1.62
400.596,472.228,-307.043,0.1784,1.60,3.87,1.58
400.796,472.285,-307.032,0.1731,1.60,3.91,1.65
400.997,472.328,-307.023,0.1749,1.60,3.87,1.61
401.209,472.369,-307.014,0.1768,1.60,3.83,1.58
401.396,472.449,-306.997,0.1805,1.60,3.75,1.52
401.595,472.506,-306.985,0.1754,1.60,3.82,1.59
401.796,472.559,-306.974,0.1777,1.60,3.77,1.55
401.995,472.605,-306.963,0.1697,1.60,4.02,1.71
402.196,472.650,-306.953,0.1716,1.60,3.97,1.68
402.396,472.683,-306.946,0.1729,1.60,3.94,1.66
402.598,472.719,-306.937,0.1722,1.65,4.01,1.69
402.795,472.825,-306.913,0.1768,1.65,3.90,1.61
402.996,472.866,-306.903,0.1731,1.65,3.96,1.67
403.196,472.911,-306.892,0.1751,1.65,3.91,1.63
403.396,472.976,-306.876,0.1781,1.66,3.85,1.58
403.596,473.027,-306.863,0.1719,1.66,3.92,1.66
403.796,473.072,-306.852,0.1738,1.66,3.87,1.62
403.996,473.122,-306.839,0.1761,1.66,3.82,1.58
404.196,473.197,-306.819,0.1781,1.66,3.84,1.57
404.396,473.230,-306.810,0.1796,1.65,3.80,1.55
404.596,473.272,-306.799,0.1817,1.65,3.76,1.52
404.797,473.308,-306.790,0.1835,1.65,3.72,1.49
404.996,473.390,-306.767,0.1758,1.57,3.83,1.59
405.196,473.432,-306.755,0.1778,1.57,3.78,1.56
405.396,473.489,-306.739,0.1805,1.57,3.73,1.51
405.595,473.559,-306.719,0.1775,1.57,3.85,1.58
405.797,473.592,-306.709,0.1790,1.58,3.81,1.56
405.996,473.633,-306.697,0.1810,1.58,3.77,1.53
406.197,473.688,-306.681,0.1837,1.58,3.72,1.48
406.436,473.727,-306.669,0.1811,1.58,3.84,1.55
406.599,473.804,-306.646,0.1849,1.58,3.77,1.49
406.803,473.827,-306.639,0.1860,1.55,3.74,1.48
406.996,473.876,-306.624,0.1886,1.55,3.69,1.44
407.196,473.916,-306.611,0.1748,1.55,3.83,1.60
407.396,473.943,-306.603,0.1760,1.56,3.80,1.58
407.597,473.980,-306.591,0.1777,1.56,3.77,1.55
407.796,474.018,-306.579,0.1795,1.56,3.73,1.52
407.996,474.064,-306.564,0.1839,1.56,3.86,1.54
408.196,474.103,-306.551,0.1858,1.56,3.82,1.51
408.396,474.136,-306.540,0.1875,1.56,3.79,1.48
408.609,474.214,-306.514,0.1782,1.57,3.90,1.60
408.797,474.266,-306.496,0.1806,1.57,3.85,1.56
408.996,474.282,-306.490,0.1813,1.53,3.83,1.55
409.196,474.336,-306.472,0.1840,1.53,3.77,1.50
409.414,474.336,-306.472,0.1840,1.53,3.77,1.50
409.598,474.422,-306.441,0.1891,1.54,3.84,1.49
409.795,474.459,-306.428,0.1910,1.54,3.81,1.46
409.996,474.495,-306.415,0.1930,1.54,3.77,1.44
410.196,474.518,-306.407,0.1799,1.52,3.90,1.58
410.396,474.557,-306.392,0.1817,1.52,3.85,1.55
410.601,474.609,-306.373,0.1842,1.52,3.80,1.51
410.796,474.686,-306.345,0.1722,1.51,3.90,1.65
411.005,474.716,-306.333,0.1735,1.51,3.87,1.62
411.196,474.760,-306.317,0.1754,1.58,3.82,1.59
411.397,474.792,-306.304,0.1651,1.58,3.90,1.71
411.643,474.840,-306.286,0.1670,1.58,3.85,1.67
411.796,474.882,-306.269,0.1688,1.62,3.80,1.64
411.995,474.952,-306.242,0.1670,1.62,3.90,1.69
412.195,474.983,-306.229,0.1683,1.63,3.87,1.67
412.395,475.023,-306.213,0.1700,1.63,3.82,1.63
412.600,475.062,-306.197,0.1718,1.63,3.78,1.60
412.796,475.101,-306.182,0.1735,1.63,3.74,1.57
412.996,475.160,-306.157,0.1628,1.63,3.85,1.70
